Customer ID,Subscription,Sales Rep,Date Sold,Initial Service Date,Status,APay,Contract,Initial Service Price,Recurring,Services,Contract Value,Service Plan
45105,Pest - Quarterly Pest Control,Sully  Scherber,05/28/24 07:25 PM,5/30/24,Serviced,CC,12,129.00,129.00,4,516.00,No
45103,Pest - Quarterly Pest Control,Charlie Cassidy,05/28/24 07:13 PM,5/30/24,Serviced,CC,12,129.00,129.00,4,516.00,No
45101,L FERT TEMP,Mason Lawlis la crosse,05/28/24 06:59 PM,6/6/24,Canceled,CC,12,41.00,71.00,5,396.00,No
45095,Pest - Tri-Annual Pest Control,Charlie Cassidy,05/28/24 06:05 PM,5/30/24,Serviced,CC,12,129.00,129.00,4,516.00,No
45092,Pest - Tri-Annual Pest Control,Charlie Cassidy,05/28/24 05:47 PM,5/30/24,Serviced,CC,12,129.00,129.00,4,516.00,No
45088,Pest - Tri-Annual Pest Control,Mason Lawlis la crosse,05/28/24 05:16 PM,5/30/24,Serviced,CC,12,119.00,119.00,4,476.00,No
45081,Pest - Tri-Annual Pest Control,Mason Lawlis la crosse,05/28/24 04:52 PM,5/30/24,Serviced,CC,12,99.00,99.00,4,396.00,No
45080,Pest - Quarterly Pest Control,Jackson Buettner,05/28/24 04:48 PM,5/30/24,Serviced,CC,12,129.00,129.00,4,516.00,No
45079,Pest - Quarterly Pest Control,Charlie Cassidy,05/28/24 04:35 PM,5/30/24,Serviced,CC,12,129.00,129.00,4,516.00,No
45076,Pest - Quarterly Pest Control,Charlie Cassidy,05/28/24 04:22 PM,5/30/24,Serviced,CC,12,129.00,129.00,4,516.00,No
45063,Pest - Quarterly Pest Control,Charlie Cassidy,05/28/24 02:14 PM,5/30/24,Serviced,CC,12,129.00,129.00,4,516.00,No
45057,Pest - Quarterly Pest Control,Jackson Buettner,05/28/24 01:47 PM,5/30/24,Serviced,No,12,119.00,119.00,4,476.00,No
45041,Pest - Quarterly Pest Control,Malachi Ecker,05/28/24 12:56 PM,8/27/24,Canceled,No,12,129.00,129.00,4,516.00,No
44327,Mosquito - Monthly,James Bruce,05/27/24 09:26 PM,5/29/24,Serviced,CC,12,79.00,79.00,5,395.00,No
44329,Pest - Tri-Annual Pest Control,James Bruce,05/27/24 09:25 PM,5/29/24,Serviced,CC,12,99.00,99.00,4,396.00,No
44305,Pest - Tri-Annual Pest Control,James Bruce,05/27/24 09:23 PM,5/29/24,Serviced,CC,12,119.00,119.00,4,476.00,No
44325,Pest - Tri-Annual Pest Control,James Bruce,05/27/24 09:23 PM,5/29/24,Serviced,CC,12,99.00,119.00,4,456.00,No
44264,Pest - Tri-Annual Pest Control,James Bruce,05/27/24 09:22 PM,5/29/24,Serviced,CC,12,129.00,129.00,4,516.00,No
44234,Pest - Tri-Annual Pest Control,James Bruce,05/27/24 09:22 PM,5/29/24,Serviced,CC,12,99.00,99.00,4,396.00,No
44200,Pest - Tri-Annual Pest Control,James Bruce,05/27/24 09:22 PM,5/29/24,Serviced,CC,12,99.00,99.00,4,396.00,No
44323,Pest - Tri-Annual Pest Control,Jackson Buettner,05/27/24 09:13 PM,5/29/24,Serviced,CC,12,129.00,129.00,4,516.00,No
44266,Mosquito - Monthly,Jackson Buettner,05/27/24 09:12 PM,5/29/24,Serviced,CC,12,79.00,79.00,5,395.00,No
44266,Pest - Tri-Annual Pest Control,Jackson Buettner,05/27/24 09:12 PM,5/29/24,Serviced,CC,12,129.00,129.00,4,516.00,No
44232,Pest - Quarterly Pest Control,Jackson Buettner,05/27/24 09:11 PM,5/29/24,Serviced,CC,12,129.00,129.00,4,516.00,No
44274,Mosquito - Monthly,Jackson Buettner,05/27/24 09:11 PM,5/29/24,Serviced,CC,12,79.00,79.00,5,395.00,No
44222,Mosquito - Monthly,Jackson Buettner,05/27/24 09:10 PM,5/29/24,Serviced,CC,12,79.00,79.00,5,395.00,No
44222,Pest - Tri-Annual Pest Control,Jackson Buettner,05/27/24 09:09 PM,5/29/24,Serviced,CC,12,129.00,129.00,4,516.00,No
44192,Pest - Tri-Annual Pest Control,Jackson Buettner,05/27/24 09:09 PM,5/29/24,Serviced,CC,12,129.00,129.00,4,516.00,No
44105,Pest - Tri-Annual Pest Control,Jackson Buettner,05/27/24 09:08 PM,5/29/24,Serviced,CC,12,99.00,129.00,4,486.00,No
44327,Pest - Tri-Annual Pest Control,James Bruce,05/27/24 06:14 PM,5/29/24,Serviced,CC,12,119.00,119.00,4,476.00,No
42470,Pest - Quarterly Pest Control,Nick  Everesdyk,05/24/24 05:33 PM,5/30/24,Serviced,CC,12,129.00,129.00,4,516.00,No
42340,Pest - Quarterly Pest Control,Malachi Ecker,05/23/24 08:21 PM,6/10/24,Canceled,CC,12,129.00,129.00,4,516.00,No
42334,Mosquito - Monthly,Jackson Buettner,05/23/24 08:04 PM,5/29/24,Serviced,CC,12,30.00,30.00,5,150.00,No
42334,Pest - Tri-Annual Pest Control,Jackson Buettner,05/23/24 08:03 PM,5/29/24,Serviced,CC,12,30.00,30.00,4,120.00,No
42327,Pest - Tri-Annual Pest Control,Jackson Buettner,05/23/24 07:29 PM,5/31/24,Serviced,CC,12,115.00,115.00,4,460.00,No
42325,Pest - Quarterly Pest Control,Malachi Ecker,05/23/24 07:19 PM,5/28/24,Serviced,CC,12,129.00,43.00,4,602.00,No
42324,Pest - Tri-Annual Pest Control,Jackson Buettner,05/23/24 07:14 PM,5/31/24,Serviced,CC,12,115.00,115.00,4,460.00,No
42321,Pest - Tri-Annual Pest Control,Jackson Buettner,05/23/24 06:54 PM,5/28/24,Serviced,CC,12,99.00,99.00,4,396.00,No
42320,Pest - Quarterly Pest Control,Malachi Ecker,05/23/24 06:52 PM,5/28/24,Serviced,CC,12,100.00,100.00,4,400.00,No
42314,Mosquito - Monthly,Nick  Everesdyk,05/23/24 06:48 PM,5/28/24,Serviced,CC,12,89.00,89.00,5,445.00,No
42314,Pest - Quarterly Pest Control,Nick  Everesdyk,05/23/24 06:47 PM,5/28/24,Serviced,CC,12,149.00,50.00,4,699.00,No
42309,Pest - Quarterly Pest Control,Nick  Everesdyk,05/23/24 06:46 PM,5/28/24,Serviced,CC,12,129.00,43.00,4,602.00,No
42318,Pest - Quarterly Pest Control,Malachi Ecker,05/23/24 06:33 PM,5/28/24,Serviced,CC,12,129.00,129.00,4,516.00,No
42312,Mosquito - Tri-Weekly,Jackson Buettner,05/23/24 06:17 PM,5/28/24,Serviced,CC,12,89.00,89.00,10,801.00,No
42312,Pest - Tri-Annual Pest Control,Jackson Buettner,05/23/24 06:15 PM,5/28/24,Serviced,CC,12,169.00,169.00,4,676.00,No
42310,Pest - Quarterly Pest Control,Jackson Buettner,05/23/24 05:58 PM,9/3/24,Canceled,CC,12,119.00,119.00,4,476.00,No
42307,Pest - Quarterly Pest Control,Malachi Ecker,05/23/24 05:51 PM,6/10/24,Canceled,CC,12,129.00,129.00,4,516.00,No
42292,Pest - Tri-Annual Pest Control,Nick  Everesdyk,05/23/24 04:25 PM,5/28/24,Serviced,CC,12,129.00,129.00,4,516.00,No
42009,Pest - Tri-Annual Pest Control,Jackson Buettner,05/23/24 03:48 PM,6/4/24,Serviced,CC,12,99.00,99.00,4,396.00,No
42265,Pest - Quarterly Pest Control,Malachi Ecker,05/23/24 02:04 PM,6/26/24,Canceled,CC,12,129.00,129.00,4,516.00,No
42245,Pest - Bi-Annual,Jackson Buettner,05/23/24 12:40 PM,5/31/24,Serviced,CC,12,129.00,129.00,3,258.00,No
42116,Pest - Quarterly Pest Control,Jackson Buettner,05/22/24 06:11 PM,6/7/24,Serviced,CC,12,129.00,129.00,4,516.00,No
19667,Mosquito - Monthly,James Bruce,05/22/24 12:04 PM,5/29/24,Serviced,ACH,12,75.00,75.00,6,375.00,No
37848,L FERT TEMP,Malachi Ecker,05/21/24 10:04 AM,7/4/24,Canceled,CC,12,80.00,80.00,6,400.00,No
37848,Mosquito - Monthly,Malachi Ecker,05/21/24 10:02 AM,5/23/24,Serviced,CC,12,79.00,79.00,6,395.00,No
37842,Pest - Tri-Annual Pest Control,Jackson Buettner,05/21/24 08:48 AM,5/31/24,Serviced,CC,12,129.00,129.00,4,516.00,No
37840,Mosquito - Monthly,Ben Eastlund,05/20/24 07:51 PM,6/26/24,Canceled,CC,12,29.00,89.00,7,385.00,No
37838,Pest - Tri-Annual Pest Control,Jackson Buettner,05/20/24 07:47 PM,5/24/24,Serviced,CC,12,129.00,129.00,4,516.00,No
37828,Pest - Quarterly Pest Control,Jackson Buettner,05/20/24 06:05 PM,5/24/24,Serviced,CC,12,129.00,129.00,4,516.00,No
19025,Mosquito - Monthly,James Bruce,05/20/24 02:29 PM,5/23/24,Pending,CC,12,79.00,79.00,7,395.00,No
19025,Pest - Tri-Annual Pest Control,James Bruce,05/20/24 02:26 PM,5/29/24,Pending,CC,12,129.00,129.00,5,516.00,No
37750,Pest - Tri-Annual Pest Control,Malachi Ecker,05/19/24 09:54 PM,5/24/24,Serviced,CC,12,129.00,129.00,4,516.00,No
37764,Pest - Quarterly Pest Control,Jackson Buettner,05/19/24 09:30 PM,5/23/24,Serviced,CC,12,100.00,100.00,4,400.00,No
37764,Mosquito - Monthly,Jackson Buettner,05/19/24 09:23 PM,5/23/24,Serviced,CC,12,89.00,89.00,6,445.00,No
37756,Mosquito - Monthly,Jackson Buettner,05/19/24 02:17 PM,5/31/24,Serviced,CC,12,79.00,79.00,5,395.00,No
37755,Mosquito - Monthly,Jackson Buettner,05/19/24 02:05 PM,5/31/24,Serviced,CC,12,79.00,79.00,5,395.00,No
37750,WL - Foundation Exclusion,Malachi Ecker,05/18/24 03:32 PM,6/22/24,Serviced,CC,12,100.00,0.00,6,100.00,No
37721,Pest - Tri-Annual Pest Control,Malachi Ecker,05/18/24 10:05 AM,5/23/24,Serviced,CC,12,99.00,99.00,4,396.00,No
37723,Pest - Quarterly Pest Control,Malachi Ecker,05/18/24 10:04 AM,5/23/24,Serviced,CC,12,129.00,43.00,4,602.00,No
37722,Pest - Quarterly Pest Control,Jackson Buettner,05/18/24 10:01 AM,5/22/24,Serviced,CC,12,120.00,120.00,4,480.00,No
37715,Pest - Quarterly Pest Control,Jackson Buettner,05/17/24 07:22 PM,5/22/24,Serviced,CC,12,129.00,129.00,4,516.00,No
37713,Pest - Quarterly Pest Control,Jackson Buettner,05/17/24 06:57 PM,5/22/24,Serviced,CC,12,129.00,129.00,4,516.00,No
37708,Mosquito - Monthly,Jackson Buettner,05/17/24 06:36 PM,5/29/24,Serviced,CC,12,99.00,99.00,5,495.00,No
37708,Pest - Quarterly Pest Control,Jackson Buettner,05/17/24 06:35 PM,5/22/24,Serviced,CC,12,139.00,139.00,4,556.00,No
37703,Mosquito - Monthly,Jackson Buettner,05/17/24 06:02 PM,5/31/24,Serviced,CC,12,79.00,79.00,5,395.00,No
37663,Pest - Quarterly Pest Control,Jackson Buettner,05/17/24 12:30 PM,5/23/24,Serviced,CC,12,120.00,120.00,4,480.00,No
37627,Mosquito - Monthly,Jackson Buettner,05/17/24 09:17 AM,5/23/24,Canceled,CC,12,89.00,89.00,6,445.00,No
37623,Mosquito - Monthly,Jackson Buettner,05/16/24 08:42 PM,5/23/24,Serviced,CC,12,75.00,75.00,6,375.00,No
37623,Pest - Quarterly Pest Control,Jackson Buettner,05/16/24 08:42 PM,5/29/24,Serviced,CC,12,129.00,129.00,4,516.00,No
37621,Pest - Quarterly Pest Control,Jackson Buettner,05/16/24 08:11 PM,5/28/24,Serviced,CC,12,129.00,129.00,4,516.00,No
37619,Pest - Quarterly Pest Control,Jackson Buettner,05/16/24 07:52 PM,5/28/24,Serviced,CC,12,99.00,149.00,4,546.00,No
37617,Pest - Quarterly Pest Control,Jackson Buettner,05/16/24 07:37 PM,5/28/24,Serviced,CC,12,149.00,149.00,4,596.00,No
37616,Pest - Quarterly Pest Control,Jackson Buettner,05/16/24 07:30 PM,5/28/24,Serviced,CC,12,20.00,149.00,4,467.00,No
37615,Pest - Quarterly Pest Control,Jackson Buettner,05/16/24 07:14 PM,5/28/24,Serviced,CC,12,129.00,129.00,4,516.00,No
37613,Pest - Quarterly Pest Control,Jackson Buettner,05/16/24 07:02 PM,5/22/24,Serviced,CC,12,129.00,129.00,4,516.00,No
37601,Pest - Quarterly Pest Control,Nick  Everesdyk,05/16/24 05:56 PM,5/22/24,Serviced,No,12,99.00,99.00,4,396.00,No
37602,Pest - Quarterly Pest Control,Jackson Buettner,05/16/24 05:50 PM,5/22/24,Serviced,CC,12,99.00,99.00,4,396.00,No
37585,Pest - Tri-Annual Pest Control,Malachi Ecker,05/16/24 03:27 PM,5/23/24,Serviced,CC,12,129.00,129.00,4,516.00,No
37581,Pest - Quarterly Pest Control,Jackson Buettner,05/16/24 03:24 PM,6/27/24,Serviced,CC,12,139.00,139.00,4,556.00,No
19427,Mosquito - Monthly,James Bruce,05/16/24 01:32 PM,5/29/24,Serviced,CC,12,15.00,15.00,6,75.00,No
37540,Pest - Quarterly Pest Control,Malachi Ecker,05/16/24 08:58 AM,5/29/24,Serviced,CC,12,70.00,30.00,4,400.00,No
37536,Pest - Tri-Annual Pest Control,Mason Lawlis la crosse,05/15/24 08:37 PM,5/22/24,Serviced,CC,12,129.00,129.00,5,516.00,No
20171,Pest - Quarterly Pest Control,Malachi Ecker,05/15/24 07:49 PM,5/22/24,Serviced,CC,12,129.00,120.00,4,489.00,No
37532,Pest - Tri-Annual Pest Control,Jackson Buettner,05/15/24 07:33 PM,5/23/24,Serviced,CC,12,109.00,109.00,4,436.00,No
37532,Mosquito - Monthly,Jackson Buettner,05/15/24 07:27 PM,5/23/24,Serviced,CC,12,89.00,89.00,5,356.00,No
37530,Pest - Quarterly Pest Control,Jackson Buettner,05/15/24 07:16 PM,5/23/24,Serviced,CC,12,109.00,109.00,4,436.00,No
37528,Mosquito - Monthly,Jackson Buettner,05/15/24 07:04 PM,5/23/24,Serviced,CC,12,89.00,89.00,6,445.00,No
37504,Pest - Tri-Annual Pest Control,Jackson Buettner,05/15/24 05:25 PM,5/22/24,Serviced,CC,12,159.00,159.00,4,636.00,No
37503,Pest - Tri-Annual Pest Control,Jackson Buettner,05/15/24 05:18 PM,5/23/24,Serviced,CC,12,159.00,189.00,4,726.00,No
22436,Mosquito - Monthly,James Bruce,05/15/24 02:16 PM,5/29/24,Serviced,CC,12,79.00,79.00,6,395.00,No
37434,Mosquito - Monthly,Nick  Everesdyk,05/15/24 02:01 PM,5/17/24,Canceled,CC,12,79.00,79.00,6,395.00,No
37435,Pest - Quarterly Pest Control,Malachi Ecker,05/15/24 02:01 PM,5/17/24,Canceled,CC,12,139.00,45.00,4,634.00,No
37434,Pest - Quarterly Pest Control,Nick  Everesdyk,05/15/24 02:00 PM,5/17/24,Canceled,CC,12,129.00,129.00,4,516.00,No
37458,Pest - Quarterly Pest Control,Jackson Buettner,05/15/24 01:29 PM,6/30/24,Canceled,CC,12,99.00,120.00,4,459.00,No
36505,Fertilization,Nick  Everesdyk,05/15/24 10:16 AM,5/15/24,Serviced,CC,12,N/A,N/A,5,630.00,Yes
37206,Mosquito - Monthly,Jackson Buettner,05/14/24 06:48 PM,5/31/24,Serviced,CC,12,89.00,89.00,5,445.00,No
34365,Mosquito - Monthly,Nick  Everesdyk,05/14/24 05:41 PM,5/31/24,Serviced,CC,12,75.00,75.00,5,375.00,No
37179,Mosquito - Monthly,Nick  Everesdyk,05/14/24 05:41 PM,5/31/24,Serviced,CC,12,75.00,75.00,5,375.00,No
36503,Mosquito - Monthly,Malachi Ecker,05/14/24 05:31 PM,5/24/24,Serviced,CC,12,89.00,39.00,6,518.00,No
36503,Pest - Quarterly Pest Control,Malachi Ecker,05/14/24 05:31 PM,5/24/24,Serviced,CC,12,100.00,40.00,4,540.00,No
37151,Pest - Tri-Annual Pest Control,Jackson Buettner,05/14/24 05:29 PM,5/16/24,Canceled,CC,12,129.00,129.00,4,516.00,No
37156,Mosquito - Monthly,Nick  Everesdyk,05/14/24 04:53 PM,5/31/24,Serviced,CC,12,89.00,89.00,5,445.00,No
36505,L FERT TEMP,Nick  Everesdyk,05/14/24 04:52 PM,5/24/24,Canceled,CC,12,70.00,140.00,6,630.00,No
37156,Pest - Quarterly Pest Control,Nick  Everesdyk,05/14/24 03:41 PM,5/31/24,Serviced,CC,12,135.00,45.00,4,270.00,No
37137,Pest - Tri-Annual Pest Control,Jackson Buettner,05/14/24 02:57 PM,5/16/24,Serviced,CC,12,139.00,139.00,4,556.00,No
37085,RBB - Rodent Bait Box,Jackson Buettner,05/14/24 02:00 PM,5/30/24,Serviced,CC,12,199.00,99.00,4,496.00,No
37066,Pest - Quarterly Pest Control,Jackson Buettner,05/14/24 01:24 PM,5/30/24,Serviced,CC,12,129.00,129.00,4,516.00,No
37008,Mosquito - Monthly,Jackson Buettner,05/14/24 12:07 PM,5/24/24,Serviced,CC,12,79.00,79.00,5,316.00,No
37008,Pest - Tri-Annual Pest Control,Jackson Buettner,05/14/24 12:05 PM,5/18/24,Serviced,CC,12,149.00,149.00,4,596.00,No
36849,Mosquito - Monthly,Jackson Buettner,05/14/24 08:39 AM,5/24/24,Serviced,No,12,89.00,89.00,4,267.00,No
20628,Pest - Tri-Annual Pest Control,James Bruce,05/13/24 08:46 PM,7/2/24,Serviced,CC,12,150.00,150.00,5,600.00,No
36582,Pest - Quarterly Pest Control,Jackson Buettner,05/13/24 08:15 PM,5/18/24,Serviced,CC,12,139.00,139.00,4,556.00,No
36574,Mosquito - Monthly,Jackson Buettner,05/13/24 07:50 PM,5/24/24,Serviced,CC,12,89.00,89.00,6,445.00,No
36561,Mosquito - Monthly,Jackson Buettner,05/13/24 07:28 PM,5/23/24,Serviced,CC,12,99.00,99.00,6,495.00,No
36554,Mosquito - Monthly,Nick  Everesdyk,05/13/24 07:14 PM,6/5/24,Canceled,CC,12,89.00,89.00,6,445.00,No
36546,Mosquito - Monthly,Jackson Buettner,05/13/24 07:08 PM,6/5/24,Serviced,CC,12,89.00,89.00,6,445.00,No
36529,Pest - Quarterly Pest Control,Jackson Buettner,05/13/24 06:41 PM,5/18/24,Serviced,CC,12,120.00,120.00,4,480.00,No
36505,Pest - Quarterly Pest Control,Nick  Everesdyk,05/13/24 05:56 PM,5/16/24,Serviced,CC,12,149.00,50.00,4,699.00,No
36341,Pest - Quarterly Pest Control,Nick  Everesdyk,05/13/24 02:30 PM,5/16/24,Serviced,CC,12,149.00,50.00,4,699.00,No
36300,Mosquito - Monthly,Jackson Buettner,05/13/24 01:48 PM,5/31/24,Serviced,CC,12,35.00,89.00,5,391.00,No
36289,Pest - Quarterly Pest Control,Jackson Buettner,05/13/24 01:33 PM,5/24/24,Serviced,CC,12,149.00,149.00,4,596.00,No
36253,Pest - Quarterly Pest Control,Jackson Buettner,05/13/24 01:01 PM,5/18/24,Serviced,CC,12,99.00,120.00,4,459.00,No
36247,Pest - Quarterly Pest Control,Nick  Everesdyk,05/13/24 01:00 PM,5/16/24,Serviced,CC,12,139.00,138.00,4,553.00,No
36187,Pest - Quarterly Pest Control,Jackson Buettner,05/13/24 12:04 PM,5/18/24,Serviced,CC,12,149.00,149.00,4,596.00,No
36166,Pest - Quarterly Pest Control,Nick  Everesdyk,05/13/24 11:48 AM,5/16/24,Pending,CC,12,120.00,40.00,4,560.00,No
36153,Pest - Quarterly Pest Control,Malachi Ecker,05/13/24 11:20 AM,5/16/24,Serviced,CC,12,129.00,43.00,4,602.00,No
19633,Pest - Tri-Annual Pest Control,Iver Stenberg,05/13/24 10:06 AM,6/18/24,Serviced,CC,12,109.00,109.00,2,327.00,No
34440,Pest - Quarterly Pest Control,Jackson Buettner,05/10/24 04:49 PM,5/15/24,Serviced,CC,12,109.00,40.00,4,549.00,No
34440,RBB - Rodent Bait Box,Jackson Buettner,05/10/24 04:45 PM,5/23/24,Serviced,CC,12,100.00,100.00,4,400.00,No
34365,RBB - Rodent Bait Box,Nick  Everesdyk,05/10/24 04:12 PM,5/15/24,Serviced,CC,12,200.00,100.00,4,500.00,No
34365,Pest - Quarterly Pest Control,Nick  Everesdyk,05/10/24 04:12 PM,5/15/24,Serviced,CC,12,139.00,46.00,4,645.00,No
34341,Pest - Tri-Annual Pest Control,Nick  Everesdyk,05/10/24 03:08 PM,5/15/24,Serviced,CC,12,129.00,129.00,4,516.00,No
34300,Pest - Tri-Annual Pest Control,Jackson Buettner,05/10/24 02:25 PM,5/15/24,Serviced,CC,12,129.00,129.00,4,516.00,No
33273,Mosquito - Monthly,Jackson Buettner,05/10/24 12:32 PM,6/7/24,Serviced,CC,12,79.00,79.00,6,395.00,No
33273,Pest - Tri-Annual Pest Control,Jackson Buettner,05/10/24 12:27 PM,5/13/24,Serviced,CC,12,139.00,139.00,4,556.00,No
34188,Pest - Tri-Annual Pest Control,Jackson Buettner,05/10/24 12:20 PM,5/13/24,Serviced,CC,12,129.00,129.00,4,516.00,No
34140,Pest - Quarterly Pest Control,Jackson Buettner,05/10/24 11:40 AM,5/13/24,Serviced,No,12,129.00,129.00,4,516.00,No
33996,Mosquito - Monthly,Jackson Buettner,05/10/24 09:53 AM,5/14/24,Serviced,CC,12,89.00,89.00,6,445.00,No
33270,Mosquito - Monthly,Nick  Everesdyk,05/09/24 08:37 PM,5/23/24,Canceled,CC,12,99.00,99.00,6,495.00,No
33324,Pest - Quarterly Pest Control,Nick  Everesdyk,05/09/24 07:37 PM,5/15/24,Serviced,CC,12,135.00,45.00,4,630.00,No
33308,Fertilization,Jackson Buettner,05/09/24 07:14 PM,5/14/24,Serviced,CC,12,N/A,N/A,5,300.00,Yes
33308,L Fall Core Aeration and Overseeding,Jackson Buettner,05/09/24 07:13 PM,9/3/24,Canceled,CC,12,175.00,175.00,0,175.00,No
33317,Pest - Quarterly Pest Control,Jackson Buettner,05/09/24 06:36 PM,5/13/24,Serviced,CC,12,150.00,150.00,4,600.00,No
33305,L Fall Core Aeration and Overseeding,Malachi Ecker,05/09/24 06:13 PM,5/31/24,Canceled,CC,12,250.00,250.00,0,250.00,No
33305,L FERT TEMP,Malachi Ecker,05/09/24 06:12 PM,5/31/24,Canceled,CC,12,80.00,80.00,6,400.00,No
33308,Pest - Quarterly Pest Control,Jackson Buettner,05/09/24 05:53 PM,5/13/24,Serviced,CC,12,150.00,150.00,4,600.00,No
33305,Pest - Tri-Annual Pest Control,Malachi Ecker,05/09/24 05:30 PM,5/15/24,Serviced,CC,12,40.00,100.00,4,340.00,No
33286,Pest - Quarterly Pest Control,Nick  Everesdyk,05/09/24 05:26 PM,5/14/24,Canceled,CC,12,139.00,46.00,4,645.00,No
33299,Pest - Quarterly Pest Control,Jackson Buettner,05/09/24 05:14 PM,5/13/24,Serviced,CC,12,149.00,149.00,4,596.00,No
33270,Pest - Quarterly Pest Control,Nick  Everesdyk,05/09/24 03:49 PM,5/13/24,Canceled,CC,12,139.00,46.00,4,645.00,No
33284,Pest - Quarterly Pest Control,Jackson Buettner,05/09/24 02:57 PM,5/14/24,Serviced,CC,12,129.00,129.00,4,516.00,No
33281,Pest - Tri-Annual Pest Control,Jackson Buettner,05/09/24 02:45 PM,5/13/24,Serviced,CC,12,129.00,129.00,4,516.00,No
33271,Pest - Quarterly Pest Control,Malachi Ecker,05/09/24 01:52 PM,5/15/24,Serviced,CC,12,129.00,43.00,4,602.00,No
33250,Pest - Quarterly Pest Control,Nick  Everesdyk,05/09/24 12:27 PM,5/18/24,Serviced,CC,12,129.00,43.00,4,602.00,No
33239,Pest - Tri-Annual Pest Control,Jackson Buettner,05/09/24 11:38 AM,5/29/24,Canceled,CC,12,129.00,129.00,4,516.00,No
33238,Pest - Tri-Annual Pest Control,Jackson Buettner,05/09/24 11:21 AM,5/29/24,Serviced,CC,12,99.00,99.00,4,396.00,No
25147,Commercial Pest,Jordan  Mayhak,05/09/24 10:50 AM,5/14/24,Serviced,No,18,65.00,65.00,12,780.00,No
32569,Pest - Quarterly Pest Control,Jackson Buettner,05/08/24 07:45 PM,5/13/24,Serviced,CC,12,149.00,120.00,4,509.00,No
32560,Pest - Quarterly Pest Control,Jackson Buettner,05/08/24 06:51 PM,6/7/24,Canceled,CC,12,119.00,119.00,4,476.00,No
32554,Pest - Quarterly Pest Control,Jackson Buettner,05/08/24 06:38 PM,5/13/24,Serviced,CC,12,119.00,119.00,4,476.00,No
32542,Pest - Quarterly Pest Control,Jackson Buettner,05/08/24 06:17 PM,5/24/24,Serviced,CC,12,100.00,100.00,4,400.00,No
32530,Pest - Quarterly Pest Control,Nick  Everesdyk,05/08/24 05:54 PM,5/18/24,Serviced,CC,12,99.00,33.00,4,462.00,No
32362,Pest - Quarterly Pest Control,Nick  Everesdyk,05/08/24 01:08 PM,5/8/24,Serviced,CC,12,129.00,43.00,4,602.00,No
32343,Pest - Quarterly Pest Control,Nick  Everesdyk,05/08/24 12:25 PM,5/8/24,Serviced,CC,12,129.00,43.00,4,602.00,No
32323,Pest - Tri-Annual Pest Control,Jackson Buettner,05/08/24 11:46 AM,5/8/24,Serviced,CC,12,99.00,99.00,4,396.00,No
31457,Pest - Tri-Annual Pest Control,Malachi Ecker,05/07/24 09:41 PM,5/8/24,Canceled,CC,12,129.00,129.00,4,516.00,No
31399,Pest - Quarterly Pest Control,Jackson Buettner,05/07/24 08:46 PM,5/8/24,Canceled,CC,12,120.00,120.00,4,480.00,No
31315,Mosquito - Monthly,Jackson Buettner,05/07/24 08:02 PM,5/13/24,Serviced,CC,12,79.00,79.00,6,395.00,No
31346,Pest - Quarterly Pest Control,Malachi Ecker,05/07/24 07:41 PM,5/8/24,Canceled,CC,12,100.00,100.00,4,400.00,No
31412,Pest - Quarterly Pest Control,Jackson Buettner,05/07/24 06:57 PM,5/8/24,Serviced,CC,12,40.00,40.00,4,480.00,No
31315,Pest - Tri-Annual Pest Control,Jackson Buettner,05/07/24 05:06 PM,5/8/24,Serviced,CC,12,120.00,120.00,4,480.00,No
31308,Pest - Quarterly Pest Control,Malachi Ecker,05/07/24 05:00 PM,5/8/24,Serviced,CC,12,129.00,43.00,4,602.00,No
31272,Pest - Quarterly Pest Control,Jackson Buettner,05/07/24 04:28 PM,5/8/24,Serviced,CC,12,120.00,120.00,4,480.00,No
31243,Pest - Quarterly Pest Control,Malachi Ecker,05/07/24 04:17 PM,5/8/24,Serviced,CC,12,100.00,43.00,4,573.00,No
30381,Pest - Quarterly Pest Control,Jackson Buettner,05/06/24 09:03 PM,5/9/24,Canceled,CC,12,159.00,149.00,4,606.00,No
30385,Pest - Tri-Annual Pest Control,Jackson Buettner,05/06/24 07:54 PM,5/28/24,Canceled,CC,12,129.00,129.00,4,516.00,No
30378,Pest - Tri-Annual Pest Control,Jackson Buettner,05/06/24 06:42 PM,5/9/24,Serviced,CC,12,129.00,129.00,4,516.00,No
30314,Mosquito - Monthly,Danny  Garcia,05/06/24 01:01 PM,5/9/24,Serviced,CC,12,100.00,100.00,6,500.00,No
30313,Mosquito - Monthly,Jackson Buettner,05/06/24 12:52 PM,5/9/24,Serviced,CC,12,89.00,89.00,6,445.00,No
30313,Pest - Quarterly Pest Control,Jackson Buettner,05/06/24 12:47 PM,5/9/24,Serviced,CC,12,129.00,129.00,4,516.00,No
30310,Pest - Tri-Annual Pest Control,Malachi Ecker,05/06/24 12:38 PM,5/9/24,Serviced,CC,12,150.00,150.00,4,600.00,No
30303,Mosquito - Monthly,Jackson Buettner,05/06/24 12:16 PM,5/9/24,Serviced,CC,12,79.00,79.00,6,395.00,No
30303,Pest - Quarterly Pest Control,Jackson Buettner,05/06/24 12:14 PM,5/9/24,Serviced,CC,12,129.00,129.00,4,516.00,No
29908,Mosquito - Monthly,Jackson Buettner,05/02/24 05:32 PM,5/3/24,Serviced,CC,12,79.00,79.00,6,395.00,No
